override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,dunsNumber,BVD,DUNS,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,AMPCONTROL SERVICE (NSW) PTY LTD,Australia,,,,97002454079,57 RAWS CRESCENT,,,HUME,New South Wales,2620,,,,AU002454079,,,,,ampcontrolgroup.com,,,,110355
,AMPCONTROL SWG PTY LIMITED,Australia,,,,78001737533,23 WARABROOK BOULEVARD,,,WARABROOK,New South Wales,2304,,,,AU001737533,,,,,ampcontrolgroup.com,,,,109752
,AMPCONTROL TRANSFORMERS PTY LTD,Australia,,,,68099836281,"21A, OLD PUNT ROAD",,,TOMAGO,New South Wales,2322,,,,AU099836281,,,,,https://ampcontrolgroup.com/,,,,111054
,AMPOL AUSTRALIA PETROLEUM PTY LTD,Australia,,,,17000032128,,,,MATRAVILLE,New South Wales,2036,,,,AU000032128,,,,,ampol.com.au,,,,100052
,AMS INSTRUMENTATION & CALIBRATION PTY,Australia,,,,38006160774,UNIT 20/51 KALMAN DRIVE,,,BORONIA,Victoria,3155,,,,AU006160774,,,,,ams-iac.com,,,,101650
,AMS TRAINING & SOLUTIONS,Australia,,,,58575416628,11 KEATLEY CRESCENT,,,WOODVALE,Western Australia,6026,,,,AU58575416628,,,,,https://www.amsts.com.au/,,,,111344
,ANCILE SOLUTIONS INC,United States of America,,,,taxRegistrationNumber:80-0716359,"6085 MARSHALEE DRIVE, SUITE 300",,,ELKRIDGE,,21075,,,,US223645616L,,,,,ancile.com,,,,110160
,ANDERSON CORPORATION PTY LTD,Australia,,,,70003560370,"UNIT 3, 15-16 NICOLE CLOSE",,,BAYSWATER NORTH,Victoria,3153,,,,AU003560370,,,,,https://andcorp.com.au/,,,,111386
,ANSARADA PTY LIMITED,Australia,,,,78131899397,L2/80 George St,,,Sydney,New South Wales,2000,,,,AU131899397,,,,,https://www.ansarada.com/,,,,113304
,ANT PACKAGING PTY LTD,Australia,,,,86081095785,6 DUDGEONS LANE,,,BANGALOW,New South Wales,2479,,,,AU081095785,,,,,https://www.antpackaging.com.au/,,,,105243
,ANTIPODEAN LAND DEVELOPMENTS PTY LTD,Australia,,,,85605080224,64 Broadway,,,Camberwell,Victoria,3124,,,,AU605080224,,,,,,,,,112287
,AON RISK SERVICES AUSTRALIA LIMITED,Australia,,,,17000434720,,,,MELBOURNE,Victoria,3000,,,,AU000434720,,,,,https://www.aon.com.au/australia/default.jsp,,,,102478
,AP & SJ MALYCHA,Australia,,,,16979568921,,,,PETERBOROUGH,South Australia,5422,,,,AU16979568921,,,,,apnews.com,,,,104531
,APA VTS AUSTRALIA (OPERATIONS) PTY,Australia,,,,65083009278,,,,DANDENONG,Victoria,3164,,,,AU083009278,,,,,https://www.apa.com.au/,,,,102727
,APD ENGINEERING,Australia,,,,80102550952,"160 Anne Street, Level 18",,,Brisbane,Queensland,4000,,,,AU102550952,,,,,alliancepower.com,,,,110057
,APEX POWER SERVICES PTY LTD,Australia,,,,30609959168,33 ISLAND RD,,,SAPPHIRE BEACH,New South Wales,2450,,,,AU609959168,,,,,https://apexpower.com.au/,,,,109500
,API SERVICES AND SOLUTIONS PTY LTD,Australia,,,,20146230711,248 NORMANBY RD,,,SOUTH MELBOURNE,Victoria,3205,,,,AU146230711,,,,,https://apisecuritysolutions.com.au/,,,,106420
,APPLIANCE TESTING SUPPLIES PTY LTD,Australia,,,,74118910517,8 Mosrael Place,,,ROWVILLE,Victoria,3178,,,,AU118910517,,,,,exelnetwork.com.au,,,,107678
,APPLIED ALLOYS INTERNATIONAL,Australia,,,,63224783721,38 HOWE ST,,,OSBORNE PARK,Western Australia,6017,,,,AU63224783721,,,,,appliedalloys.com.au,,,,109322
,APPLIED INDUSTRIAL TECHNOLOGIES PTY,Australia,,,,63006100045,,,,HUNTUNGDALE,Victoria,3166,,,,AU006100045,,,,,appliedau.com.au,,,,110590
,APPSPACE INC,United States of America,,,,taxRegistrationNumber:43-1969532,SUITE 1100 5005 LBJ FREEWAY,,,DALLAS,,75244,,,,US263186162L,,,,,https://www.appspace.com/,,,,110257
,APS INDUSTRIAL PTY LTD,Australia,,,,13623475481,"UNIT 1, 10-16 SOUTH STREET",,,RYDALMERE,New South Wales,2116,,,,AU623475481,,,,,apsindustrial.com.au,,,,111039
,AQUA CENTRAL NATURAL SPRINGWATER PT,Australia,,,,17125873421,,,,OAKLEIGH SOUTH,Victoria,3167,,,,AU125873421,,,,,aquacentral.com.au,,,,110775
,AQUA IRRIGATION HOLDINGS PTY LTD,Australia,,,,42633386393,41 Douglas Mawson Road,,,Dubbo,New South Wales,2830,,,,AU633386393,,,,,https://aquawest.com.au/,,,,113083
,AQUASTREAM PTY LTD,Australia,,,,55605087465,7 Croft Cres,,,Toowoomba,Queensland,4350,,,,AU605087465,,,,,https://www.aquastream.com.au/,,,,113074
,Aquatica Environmental,Australia,,,,83572211867,220 Old Eltham Road,,,Lower Plenty,Victoria,3093,,,,AU83572211867,,,,,https://aquaticaenvironmental.com.au/,,,,112856
,AQUENT LLC,Australia,,,,72154847800,"LEVEL 13, 460 BOURKE STREET",,,MELBOURNE,Victoria,3000,,,,AU154847800,,,,,aquent.com.au,,,,109243
,AR SPECIALISED SERVICES PTY LTD,Australia,,,,49479034855,23 DAVEY ST,,,MORWELL,Victoria,3840,,,,AU49479034855,,,,,https://arservices.com.au/,,,,108487
,ARA SECURITY SERVICES PTY LIMITED,Australia,,,,23063676415,10 BRIDGE RD,,,STANMORE,New South Wales,2048,,,,AU063676415,,,,,security.aragroup.com.au,,,,108445
,ARCADIS AUSTRALIA PACIFIC PTY LTD,Australia,,,,76104485289,"16, 580 George Street",,,Sydney,New South Wales,2000,,,,AU104485289,,,,,https://www.arcadis.com/en-au,,,,112480
,Archer Technologies Ireland Limited,Australia,,,,49238035166,"Block A, George's Quay Plaza",,,George's Quay,,02,,,,AU49238035166,,,,,https://www.archerirm.com/,,,,113214
,ARINCO (VIC) PTY LTD,Australia,,,,85630879695,"Level 9 / 360 Collins St,",,,Melbourne,Victoria,3000,,,,AU630879695,,,,,https://arinco.com.au/,,,,112677
,ARL COLLECT,Australia,,,,96103234653,,,,Melbourne,Victoria,8001,,,,AU103234653,,,,,https://www.arlcollect.com.au/,,,,113388
,ARMA GROUP HOLDINGS PTY LTD,Australia,,,,56627261161, Locked Bag 5044,,,Alexandria,New South Wales,2015,,,,AU627261161,,,,,https://armagroup.com.au/customer/home/,,,,113435
,ARRISCAR PTY LIMITED,Australia,,,,93162867763,Level 26 44 Market Street,,,Sydney,New South Wales,2000,,,,AU162867763,,,,,https://www.arriscar.com.au/,,,,113126
,ARSINEH HOUSPIAN,Australia,,,,20312961753,17 SYNDAL ST,,,FAWKNER,Victoria,3060,,,,AU20312961753,,,,,https://arsineh.com/,,,,108591
,ARTEM CONSULTING GROUP PTY LTD,Australia,,,,38652446291,"26 MCKINNON ROAD,",,,MCKINNON,Victoria,3204,,,,AU38652446291,,,,,https://www.artemgroup.com.au/,,,,112455
,ARUP PTY LTD,Australia,,,,18000966165,"LEVEL 10, 201 KENT STREET",,,SYDNEY,New South Wales,2000,,,,AU000966165,,,,,arup.com,,,,107543
,ASCENDER PAY PTY LTD,Australia,,,,59010602892,"LEVEL 9, 35 CLARENCE ST",,,SYDNEY,New South Wales,2000,,,,AU010602892,,,,,ascenderhcm.com,,,,105034
,ASH DEVELOPMENT ASSOCIATION,Australia,,,,79053753772,,,,WOLLONGONG,New South Wales,2500,,,,AU79053753772,,,,,https://www.adaa.asn.au/,,,,110946
,ASHURST AUSTRALIA,Australia,,,,75304286095,GPO BOX 4958,,,MELBOURNE,Victoria,3001,,,,AU75304286095,,,,,ashurst.com,,,,101954
,ASI Springs,Australia,,,,95189509687,17 Masterson Court,,,Warragul,Victoria,3820,,,,AU95189509687,,,,,http://asisprings.com.au/,,,,113367
,Askable,Australia,,,,72621754096,"Level 1 South Heritage Building, 61",,,BRISBANE,Queensland,4000,,,,AU621754096,,,,,https://www.askable.com/,,,,112983
,ASPEL CLEANING EQUIPMENT,Australia,,,,22052245226,,,,GLENBROOK,New South Wales,2773,,,,AU052245226,,,,,https://aspel.com.au/,,,,110901
,ASPEL CLEANING EQUIPMENT PTY LTD,Australia,,,,48662065205,3/14 Coombes Drive,,,Penrith,New South Wales,2750,,,,AU662065205,,,,,https://aspel.com.au/,,,,113119
,ASPLUNDH TREE EXPERT (AUSTRALIA) PTY LTD,Australia,,,,83055140424,Unit 1/197 Power Street,,,Glendenning,New South Wales,2761,,,,AU055140424,,,,,https://asplundh.com.au/,,,,112222
,ASSA ABLOY AUSTRALIA PY LTD,Australia,,,,90086451907,235 HUNTINGDALE ROAD,,,OAKLEIGH,Victoria,3166,,,,AU086451907,,,,,assaabloyopeningsolutions.com.au,,,,101196
,ASSET ENGINEERING SOLUTIONS,Australia,,,,12569694463,4 LEBENE GROVE,,,CAMBEWARRA,New South Wales,2540,,,,AU12569694463,,,,,,,,,109992
,ASSET INTEGRITY SURVEY SERVICES PTY,Australia,,,,46622138729,"7  Eagle Rise, Templestowe Lower",,,Melbourne,Victoria,3107,,,,AU622138729,,,,,https://www.aissoz.com/,,,,112697
,ASSOCIATED GASKETS PTY LTD,Australia,,,,96000521782,,,,GLENWAVERLEY,Victoria,3150,,,,AU000521782,,,,,agaus.com.au,,,,100076
,ASSURE PROGRAMS,Australia,,,,87152509370,"LEVEL 7, 345 ANN ST",,,BRISBANE,Queensland,4000,,,,AU152509370,,,,,assureprograms.com.au,,,,110721
,ASSUREX ESCROW PTY LIMITED,Australia,,,,64008611578,,,,BROADWAY,New South Wales,2007,,,,AU008611578,,,,,https://assurex-escrow.com.au/,,,,106980
,ASTRALAS PTY LTD,Australia,,,,84634189281,"Unit 4, 21 Cremorne Street",,,Cremorne,Victoria,3121,,,,AU634189281,,,,,https://www.astralas.com/,,,,113154
,ASTUTE LEARNING & DEVELOPMENT PTY LTD,Australia,,,,28107968927,"UNIT 49, 28 BARCOO ST",,,CHATSWOOD,New South Wales,2067,,,,AU107968927,,,,,delta-net.com,,,,110136
,ATAC PROJECTS PTY LTD,Australia,,,,41634449988,30 Miller Road,,,Truro,South Australia,5356,,,,AU634449988,,,,,,,,,113374
,ATLAS COPCO AUSTRALIA PTY LTD,Australia,,,,85620125153,3 BESSEMER STREET,,,BLACKTOWN,New South Wales,2148,,,,AU620125153,,,,,atlascopco.com,,,,109803
,ATLAS GAS PTY LTD,Australia,,,,14089997811,70-72 WILLIAMS ROAD,,,DANDENONG SOUTH,Victoria,3175,,,,AU089997811,,,,,https://atlasgas.com.au/web/,,,,109880
,ATLAS STEEL AUST PTY LTD,Australia,,,,13004496128,12 PIPPITA CLOSE,,,BERESFIELD,New South Wales,2322,,,,AU004496128,,,,,https://atlassteels.com.au/,,,,110818
,ATLAS STEELS,Australia,,,,29616786648,,,,NORTH RYDE,New South Wales,2113,,,,AU616786648,,,,,https://atlassteels.com.au/,,,,111378
,Atlassian Pty,Australia,ATLASSIAN PTY LTD,,,53102443916,173-185 SUSSEX ST,,,SYDNEY,New South Wales,2000,,,,AU102443916,,,,,atlassian.com,,,,107616
,ATMSGROUP PTY LTD,Australia,,,,18634220947,29 Jacobsen Crescent,,,Holden hill,South Australia,5088,,,,AU634220947-B0002,,,,,atmsgroup.com.au,,,,112100
,ATTAR,Australia,,,,14006554785,44-48 Rocco Drive,,,Scoresby,Victoria,3179,,,,AU006554785,,,,,https://www.attar.com.au/,,,,113347
,AURECON AUSTRALASIA PTY LTD,Australia,,,,54005139873,"LVL 8, 850 COLLINS ST",,,DOCKLANDS,Victoria,8012,,,,AU005139873,,,,,https://www.aurecongroup.com/,,,,105710
,AURORA ENERGY RESEARCH,United Kingdom,,,,companyRegistrationNumber:8442755,2-3 2 FLOOR CAMBRIDGE TERRACE,,,OXFORD,,OX1 1TP,,,,GB08442755,,,,,https://auroraer.com/,,,,109959
,AURORA ENERGY RESEARCH PTY LTD,Australia,,,,92629712447,"SUITE 2205, LVL 22, 101 GRAFTON ST",,,BONDI JUNCTION,New South Wales,2022,,,,AU629712447,,,,,auroraer.com,,,,110559
,AUSCO MODULAR PTY LIMITED,Australia,,,,14010654994,44 FORMATION ST,,,WACOL,Queensland,4076,,,,AU010654994,,,,,ausco.com.au,,,,102798
,AUSGRID OPERATOR PARTNERSHIP,Australia,,,,78508211731,,,,SYDNEY,New South Wales,2287,,,,AU78508211731,,,,,https://www.ausgrid.com.au/,,,,102279
,AUSMETER PTY LTD,Australia,,,,30155282581,1 CONTOUR CLOSE,,,RESEARCH,Victoria,3095,,,,AU155282581,,,,,ausmeter.io,,,,110374
,AUSNET ELECTRICITY SERVICES PTY LTD,Australia,,,,91064651118,ACCOUNTS RECEIVABLE,,,MELBOURNE,Victoria,8001,,,,AU064651118,,,,,ausnetservices.com.au,,,,100415
,AUSNET TRANSMISSION GROUP PTY LTD,Australia,,,,78079798173,LOCKED BAG 14051,,,MELBOURNE CITY MAIL CENTRE,Victoria,8001,,,,AU079798173,,,,,ausnetservices.com.au,,,,100944
,AUSPERL PTY LTD,Australia,,,,39605415816,64 Gow Street,,,Padstow,New South Wales,2211,,,,AU605415816,,,,,https://www.ausperl.com/ausperl/,,,,113205
,AUSREGISTRY INTERNATIONAL PTY LTD,Australia,,,,16103729620,"LEVEL 8, 10 QUEENS RD",,,MELBOURNE,Victoria,3004,,,,AU103729620,,,,,https://www.go.co/,,,,103988
,AUSTDAC PTY LIMITED,Australia,,,,31002654695,"UNIT 1, 42 CARRINGTON ROAD",,,CASTLE HILL,New South Wales,2154,,,,AU002654695,,,,,austdac.com.au,,,,100486
,AUSTECH CHEMICALS PTY LTD,Australia,,,,84124370761,45 MAGNESIUM STREET,,,NARANGBA,Queensland,4504,,,,AU124370761,,,,,auschem.com,,,,104440
,AUSTRALASIAN FISH PASSAGE SERVICES LTD,Australia,,,,30623981813,6 Spinifex Street,,, Fern Bay,New South Wales,2295,,,,AU623981813,,,,,https://ausfishpassage.com/,,,,113037
,AUSTRALIA POST,Australia,,,,28864970579,,,,MELBOURNE,Victoria,3001,,,,AU28864970579,,,,,auspost.com.au,,,,100136
,AUSTRALIAN CALIBRATING SERVICES PTY LTD,Australia,,,,33623153736,126 OXFORD STREET,,,COLLINGWOOD,Victoria,3066,,,,AU33623153736,,,,,https://www.auscal.com.au/,,,,105198
,AUSTRALIAN COMMUNITY MEDIA,Australia,,,,47000010382,,,,NORTH RICHMOND,New South Wales,2754,,,,AU000010382,,,,,acmadcentre.com.au,,,,111482
,AUSTRALIAN CONSTRUCTION EQUIPMENT ASSESSMENT AND TRAINING SERVICES,Australia,,,,13101145242,64-66 PRINCESS HIGHWAY,,,SALE,Victoria,3850,,,,AU101145242,,,,,https://aceassessment.com.au/,,,,109838
,Australian Dental Industry Associat,Australia,,,,32003314396,GPO BOX 960,,,SYDNEY,New South Wales,2001,,,,AU003314396,,,,,adia.org.au,,,,111895
,AUSTRALIAN ELECTION COMPANY,Australia,,,,58635903913,"UNIT 10, 18-20 CESSNA DRIVE",,,CABOOLTURE,Queensland,4510,,,,AU58635903913,,,,,https://www.austelect.com/,,,,109705
,AUSTRALIAN ELECTRONIC SERVICES PTY,Australia,,,,19070582446,U25/192A KINGSGROVE ROAD,,,KINGSGROVE,New South Wales,2208,,,,AU070582446,,,,,,,,,109570
,AUSTRALIAN FIRE HOSE,Australia,,,,82002085467,,,,TAREE,New South Wales,2430,,,,AU002085467,,,,,afh.com.au,,,,111553
,AUSTRALIAN FLEXIBLE JOINTS PTY LIMI,Australia,,,,56142052935,,,,ROBINA TOWN CENTRE,Queensland,4230,,,,AU142052935,,,,,afj.com.au,,,,107151
,AUSTRALIAN GAS NETWORKS (VIC) PTY LTD,Australia,,,,73085899001,,,,ADELAIDE,South Australia,5001,,,,AU085899001,,,,,australiangasnetworks.com.au,,,,102484
,AUSTRALIAN INDUSTRIAL FILTER,Australia,,,,68007081058,25 ADVANTAGE ROAD,,,HIGHETT,Victoria,3190,,,,AU007081058,,,,,comfil.com,,,,110441
,AUSTRALIAN INHIBITOR PTY. LTD,Australia,,,,16004602608,6 Nicholas Drive,,,Dandenong South,Victoria,3175,,,,AU004602608,,,,,https://australianinhibitor.com.au/,,,,112391
,AUSTRALIAN INSTITUTE OF MANAGEMENT EDUCATION AND TRAINING PTY LIMITED,Australia,,,,40009668553,7 macquarie place,,,sydney,New South Wales,2000,,,,AU009668553,,,,,aim.com.au,,,,111990
,AUSTRALIAN LABORATORY SERVICES (ALS) PTY LTD,Australia,,,,84009936029,,,,EVERTON PARK,Queensland,4053,,,,AU009936029,,,,,alsglobal.com,,,,100643
,AUSTRALIAN LIQUID FILTER CO PL,Australia,,,,96001357713,90 QUEEN VICTORIA STREET,,,BEXLEY,New South Wales,2207,,,,AU001357713,,,,,https://www.ausfil.com/,,,,111554
,AUSTRALIAN POWERLINES INDUSTRIES,Australia,,,,13069786670,1B CROSS STREET,,,EAST BRUNSWICK,Victoria,3057,,,,AU069786670,,,,,apipower.com.au,,,,104107
,AUSTRALIAN PRESSURE VESSEL ENGINEER PTY LTD,Australia,,,,17128007376,,,,GREENVALE,Victoria,3059,,,,AU128007376,,,,,,,,,104602
,AUSTRALIAN RAILWAY SUPPLY COMPANY PTY LTD,Australia,,,,34101108945,LEVEL 1 ST KILDA RD TOWERS 1 QUEEN,,,MELBOURNE,Victoria,3000,,,,AU101108945,,,,,arsc.com.au,,,,110733
,AUSTRALIAN RECEIVABLES MANAGEMENT PTY LTD,Australia,,,,72122038706,"Level 2, 555 Coronation Drive",,,Toowong4066,Queensland,4066,,,,AU122038706,,,,,https://armcollect.com.au/,,,,113289
,AUSTRALIAN SCIENTIFIC PTY LTD,Australia,,,,36505573183,,,,KOTARA,New South Wales,2289,,,,AU36505573183,,,,,austscientific.com.au,,,,110815
,AUSTRALIAN THERMAL INTERNATIONAL PT,Australia,,,,90169133840,"UNIT 2, 38-42 BENTLEY ST",,,WILLIAMSTOWN NORTH,Victoria,3016,,,,AU169133840,,,,,,,,,100095
,AUSTRALIAN TREE CARE,Australia,,,,86062959086,,,,MOONEE PONDS,Victoria,3039,,,,AU062959086,,,,,https://www.facebook.com/austreecare/,,,,110442
,AUSTRALIAN UAV PTY LTD,Australia,,,,11162391871,1/6 RIDDELL PARADE,,,ELSTERNWICK,Victoria,3185,,,,AU162391871,,,,,auav.com.au,,,,109910
,Australian Utilities Compare,Australia,,,,50166725168,,,,Caulfield Junction,Victoria,3161,,,,AU166725168,,,,,https://www.ozutilities.com.au/,,,,112608
,AUSTRALIAN VACCINE SERVICES PTY LTD,Australia,,,,16155058585,10 ENA PLACE,,,UMINA BEACH,New South Wales,2257,,,,AU155058585,,,,,ausvacs.com.au,,,,109812
,AUSVIC PTY LTD,Australia,,,,26161691283,,,,Traralgon,Victoria,3844,,,,AU161691283,,,,,https://www.ausvic.com.au/,,,,113215
,AUSWORKWEAR & SAFETY,Australia,,,,85004688475,503A PRINCES DRIVE,,,MORWELL,Victoria,3840,,,,AU004688475,,,,,ausworkwear.com.au,,,,101538
,AUTODESK AUSTRALIA,Australia,,,,91006741340,1 Margaret Street,,,Sydney,New South Wales,2000,,,,AU006741340,,,,,https://www.autodesk.com.au/,,,,113318
,AUTOGRID SYSTEMS INC,United States of America,,,,0,"255 SHORELINE DRIVE, SUITE 350",,,REDWOOD CITY,California,94065,,,,US240900950L,,,,,https://www.auto-grid.com/,,,,109676
,AUTOMATION SYSTEMS AND CONTROLS PTY,Australia,,,,78113647144,24/11 Havelock Rd,,,Bayswater,Victoria,3153,,,,AU113647144,,,,,https://www.asconline.com.au/,,,,112226
,AUZ COUNTRY CARRIERS,Australia,,,,13077149985,3/155 ABBOTTS RD,,,DANDENONG SOUTH,Victoria,3175,,,,AU077149985,,,,,auzcountrycarriers.com.au,,,,109054
,AVAGA PTY LTD,Australia,,,,71659846885,14 Tarwin Street,,,Morwell,Victoria,3840,,,,AU659846885,,,,,https://avaga.com.au/,,,,113034
,AVIANI HOLDINGS PTY LTD,Australia,,,,50142778701,80 Caledonian St,,,Bexley,New South Wales,2207,,,,AU142778701,,,,,https://www.e-congroup.com.au/,,,,111986
,AVIATION PROJECTS PTY LTD,Australia,,,,88127760267,,,,TOOWONG,Queensland,4066,,,,AU127760267,,,,,aviationprojects.com.au,,,,107224
,AVID RESOURCES (WA) PTY LTD,Australia,,,,36631758266,"LEVEL 13, 109 ST GEORGES TERRACE",,,PERTH,Western Australia,6000,,,,AU631758266,,,,,avidresources.com.au,,,,110252
,AVIS AUSTRALIA,Australia,,,,15000165855,,,,MASCOT,New South Wales,2020,,,,AU000165855,,,,,avis.com.au,,,,100124
,AVK FLOW CONTROL PTY LTD,Australia,,,,80153707398,6 WIRRIGA STREET,,,REGENCY PARK,South Australia,5013,,,,AU153707398,,,,,avkflowcontrol.com.au,,,,109957
,AVOCADO CONSULTING PTY LTD,Australia,,,,14108342561,"LEVEL 6, 37 PITT ST",,,SYDNEY,New South Wales,2000,,,,AU108342561,,,,,avocado.com.au,,,,110363
,AWARE SAFETY PTY LTD,Australia,,,,56062175606,28 DON COLLINS WAY,,,BERWICK,Victoria,3806,,,,AU062175606,,,,,awaresafety.com.au,,,,105561
,Axios HQ Inc,United States of America,,,,0,"3100 CLARENDON BLVD, Suite 1300",,,Arlington,Virginia,22201,,,,US360749858L,,,,,https://www.axioshq.com/,,,,113333
,AXISAGILE PTY LTD,Australia,,,,64156314215,UNIT 101/2 GULL STREET,,,LITTLE BAY,New South Wales,2036,,,,AU156314215,,,,,https://www.axisagile.com.au/,,,,109381
,AZTEC POWER PTY LTD,Australia,,,,55616926820,35 Devonshire Rd,,,Rossmore,New South Wales,2557,,,,AU616926820,,,,,,,,,111938
,Aztech Cutting Solutions Pty Ltd,Australia,,,,24391749099,45a Lara way,,,Campbellfield,Victoria,3061,,,,AU24391749099,,,,,aztechcuttingsolutions.com.au,,,,111795
,AZTECH SERVICES AUSTRALIA PTY LTD,Australia,,,,76612469084,10 Walsh Avenue,,, St Marys,South Australia,5042,,,,AU612469084,,,,,https://aztechservices.com.au/,,,,113157
,B & B Tyres and Automotive Moe,Australia,,,,80628591364,46 MOORE STREET,,,MOE,Victoria,3825,,,,AU628591364,,,,,http://b-b-tyres-automotive.edan.io/,,,,110234
,B J HOWES PTY LIMITED,Australia,,,,33001216431,932 PACIFIC HIGHWAY,,,LISAROW,New South Wales,2250,,,,AU001216431,,,,,bjhowes.com.au,,,,110876
,B T FRENCH,Australia,,,,59156723291,PMB 5,,,HALLET,South Australia,5419,,,,AU59156723291,,,,,,,,,105100
,B.J. WATKINS PTY LTD,Australia,,,,67112199694,Unit 1. 165 Hutt St,,,Adelaide,South Australia,5000,,,,AU112199694,,,,,,,,,113055
,B3 MINING SERVICES PTY LTD,Australia,,,,36122684584,"3/20 Archerfield Road,",,,DARRA,Queensland,4076,,,,AU122684584,,,,,http://www.cb3mineservices.com/,,,,112820
,BAKER HUGHES DIGITAL SOLUTIONS AUST PTY LTD,Australia,,,,97082286913,L3/99 WALKER STREET,,,NORTH SYDNEY,New South Wales,2060,,,,AU082286913,,,,,bakerhughesds.com,,,,105747
,BALDWIN INDUSTRIAL SYSTEMS P/L,Australia,,,,30002218457,13 RANTON STREET,,,CARDIFF,New South Wales,2285,,,,AU002218457,,,,,https://www.baldwin.com.au/,,,,111432
,BALROCO PTY LTD,Australia,,,,41006182663,120 MANNING DRIVE,,,CHURCHILL,Victoria,3842,,,,AU006182663,,,,,https://www.balroco.com.au/,,,,100640
,Baltec IES Pty. Ltd,Australia,,,,71124484108,Level 1 10 Ferntree Place,,,Nottinghill,Victoria,3180,,,,AU124484108,,,,,https://baltecies.com.au/,,,,111837
,BAMBORA ONLINE PTY LTD,Australia,,,,86095635680,441 Kent Street,,,Sydney,New South Wales,2000,,,,AU095635680,,,,,bambora.com,,,,109316
,BAMITS PTY LTD,Australia,,,,49164048097,9 HAIGH STREET,,,MOE,Victoria,3825,,,,AU164048097,,,,,bamits.com.au,,,,109833
,BAR CODE DATA SYSTEMS PTY LTD,Australia,,,,65002370452,UNIT 24/10 YALGAR ROAD,,,KIRRAWEE,New South Wales,2232,,,,AU002370452,,,,,bcds.com.au,,,,110785
,Baringa Partners LLP,Australia,,,,39674522397,Level 34 225 George St,,,Sydney,New South Wales,2000,,,,AU623947295,,,,,baringa.com,,,,111924
,BARNES PRECISION ENGINEERING,Australia,,,,28023979287,"LOT 1, 11-23 WALHALLA RD",,,MOE,Victoria,3825,,,,AU28023979287,,,,,https://www.barnesprecisionengineering.com/,,,,108448
,"BARNETT, AMANDA LOUISE",Australia,,,,58837236104,,,,Armadale,Victoria,3143,,,,AU58837236104,,,,,,,,,113448
,BARRIER GROUP,Australia,,,,56007271365,58-62 SEPERATION STREET,,,NORTH GEELONG,Victoria,3215,,,,AU007271365,,,,,barsec.com.au,,,,111510
,BARRINGTON HOMES,Australia,,,,53100847854,UNIT 2 / 124-130 AUBURN STREET,,,WOLLONGONG,New South Wales,2500,,,,AU100847854,,,,,http://www.barringtonhomes.com.au/,,,,109703
,BARRON GJM PTY LTD,Australia,,,,90003560076,78,,,Dickson Ave artarmon,New South Wales,2064,,,,AU003560076,,,,,barron.com.au,,,,107474
,BASIL VR GREATREX PTY LTD,Australia,,,,91000054320,"UNIT 14, 14-16 STANTON ROAD",,,SEVEN HILLS,New South Wales,2147,,,,AU000054320,,,,,bvrg.com.au,,,,111585
,BASS COAST ELECTRICAL INSPECTIONS,Australia,,,,56007129679,2 TUNBRIDGE ST,,,RHYLL,Victoria,3923,,,,AU007129679,,,,,,,,,108911
,BASS HAUS PTY LTD,Australia,,,,23633729316,204-206 Ingles Street,,,Port Melbourne,Victoria,3207,,,,AU633729316,,,,,https://arlihomes.com.au/,,,,112204
,BASTION REPUTATION MANAGEMENT PTY LTD,Australia,BASTION REPUTATION MANAGEMENT PTY LTD,,,34606814680,14-18 Cremorne St,,,Richmond,Victoria,3121,,,,AU606814680,,,,,https://au.bastionagency.com/,,,,112705
,BATTERY POWER TRARALGON,Australia,,,,85745322819,164 ARGYLE STREET,,,TRARALGON,Victoria,3844,,,,AU85745322819,,,,,batterypowertraralgon.com.au,,,,104092
,BATTERY SERVICE HUB PTY LTD,Australia,,,,52167432680,324 Annangrove Road,,,Rouse Hill,New South Wales,2155,,,,AU167432680,,,,,https://www.batteryservicehub.com/aus/,,,,112700
,BATTERYZONE WARRAGUL,Australia,,,,11657653444,15 Kendal Ave,,,WARRAGUL,Victoria,3820,,,,AU657653444,,,,,https://www.batteryzone.com.au/locations/battery-zone-warragul-victoria/,,,,113171
,BAYCORP COLLECTIONS PDL (AUSTRALIA) LTD,Australia,,,,58119478778,LOCKED BAG 5031,,,PARRAMATTA,New South Wales,2124,,,,AU119478778,,,,,https://www.baycorp.com.au/,,,,107842
,BB & C.J CO PTY LTD T/A ELENGAS,Australia,,,,52077986022,,,,FULLARTON,South Australia,5063,,,,AU077986022,,,,,bbc.com,,,,109907
,BBF INDUSTRIAL,Australia,,,,68003293061,,,,BATHURST,New South Wales,2795,,,,AU003293061,,,,,bbfindustrial.com.au,,,,110855
,BCI MEDIA GROUP PTY LTD,Australia,,,,23098928959,"754 SUITE 202,PACIFIC AVENUE",,,CHATSWOOD,New South Wales,2067,,,,AU098928959,,,,,https://www.bcicentral.com/,,,,111747
,BDP (Infrastructure) Trust,Australia,,,,79473373004,25 BEAUMARIS PARADE,,,HIGHETT,Victoria,3190,,,,AU79473373004,,,,,https://avenir.net.au/,,,,110125
