override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,BVD,dunsNumber,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,WESTFALEN AG (583),Germany,,,,HRB 186 |DE126117135|337/5931/0053,Industrieweg 43,,,Münster,,48155,,,DE4250000505,315392001,,,,www.westfalen.com,,,,
,WESTLAKE VINNOLIT GMBH & CO.KG,Germany,,,,HRA 76260 |DE813061121|143/369/40002,Carl-Zeiss-Ring 25,,,Ismaning,,85737,,,DE8330258702,329213065,,,,www.westlakevinnolit.com,,,,
,EMW FILTERTECHNIK GMBH,Germany,,,,HRB 2900 |DE811302529,Werner-von-Siemens-Straße 9,,,Diez,,65582,,,DE6170006683,319459467,,,,www.emw.de,,,,
,WEYREUTER PACKT'S GMBH,Germany,,,,HRB 2050 |DE125134641|321/5765/0100,Reichsbahnstraße 16-24,,,Hagen,,58089,,,DE4110033309,319385407,,,,www.weyreuter.de,,,,
,WHS GMBH,Germany,,,,HRB 115352 ,Siegfriedstraße 9,,,München,,80803,,,DE8170427902,499148666,,,,www.whs-web.de,,,,
,WIBU-SYSTEMS AG,Germany,,,,HRB 107315 |DE143606433|35001/07350,Rüppurrer Str. 52,,,Karlsruhe,,76137,,,DE7110083411,314612458,,,,www.wibu.com,,,,
,BRÜTSCH/RÜEGGER TOOLS GMBH DEUTSCHL,Germany,,,,HRB 456 |DE143841142,Edisonstraße 7,,,Mannheim,,68309,,,DE7170000278,315352385,,,,www.brw-tools.de,,,,
,WIENEKE AVT GMBH,Germany,,,,HRA 5172 |DE258631324|326/5896/1541,Groppendiek 6,,,Bad Driburg,,33014,,,DE4290195006,312556056,,,,www.wieneke.de,,,,
,WIESELER SCHWEISSTECHNIK GMBH,Germany,,,,HRB 130858 |DE156258410,Koksanger 1,,,Kalefeld,,37589,,,DE2110059967,312543854,,,,www.wieseler-gmbh.de,,,,
,WIESEMANN & THEIS GMBH,Germany,,,,HRB 6377 |DE121008340,Porschestraße 12,,,Wuppertal,,42279,,,DE5410006527,321499048,,,,www.wut.de,,,,
,WIGGENHAUSER VERTRIEBS-GMBH,Germany,,,,HRB 641640 |DE222003924,6,,,Bad Schussenried,,88427,,,DE8270195892,331390737,,,,www.hautschutz24.de,,,,
,WIKONECT GMBH,Germany,,,,HRB 23513 |DE259023222,Hagenauer Str. 53,,,Wiesbaden,,65203,,,DE6250227831,340364898,,,,www.wikonect.de,,,,
,WIKUSO,Germany,,,,HRA 71004 ,Danziger Str. 3,,,Bad König,,64732,,,DE6210256646,537324274,,,,wikuso.de,,,,
,BAHREN DRUCK,Germany,,,,HRA 8774 |DE120822147|121/5848/4715,Mittelstraße 62,,,Mönchengladbach,,41236,,,DE5230012657,317767499,,,,www.baehren-packaging.com,,,,
,WILHELM BILSTEIN GMBH & CO. KG,Germany,,,,HRA 19321 |DE121964059,Kölner Str. 27,,,Overath,,51491,,,DE5190019425,316238005,,,,www.bilstein.net,,,,
,KÖHLER VERLAG,Germany,,,,HRA 3496 |DE126029356|335/5771/4741,Brückenkopf 2A,,,Minden,,32423,,,DE4230015228,313441938,,,,www.koehler-verlag.de,,,,
,WILHELM SCHAD NACHF. GMBH &,Germany,,,,HRA 1093 |DE148095152|06 206 18349,Mainzer Str. 4 - 8,,,Bad Kreuznach,,55545,,,DE6010003059,318100625,,,,www.schad.mercedes-benz.de,,,,
,WILKRI ETIKETTEN,Germany,,,,HRA 729354 |DE815473701,Carl-Zeiss-Straße 67,,,Reutlingen,,72770,,,DE7270338694,312969472,,,,,,,,
,WILL UND HAHNENSTEIN GMBH,Germany,,,,HRB 1024 |DE126572133|02/651/02328,Bahnhofsweg 22,,,Herdorf,,57562,,,DE4330017999,319162301,,,,www.will-hahnenstein.de,,,,
,WILLECKE HEBE- UND,Germany,,,,HRB 15453 |DE226447643|323/5879/0162,An der Becke 7,,,Hattingen,,45527,,,DE4350016595,324146471,,,,www.willecke.de,,,,
,GOEBEL WILLI KUNSTSTOFF,Germany,,,,HRA 6218 |DE124296279|309/5712/0235,Industriestraße 4,,,Brilon,,59929,,,DE4270096458,312501080,,,,www.goebel-kunststoffe.de,,,,
,WILLI STOBER GMBH & CO.KG,Germany,,,,HRA 100953 |DE143502084|34095/27506,Am Zinken 2,,,Karlsruhe,,76149,,,DE7110005656,316005347,,,,www.stober-online.de,,,,
,WILO SE,Germany,,,,HRB 21356 |DE182676993,Nortkirchenstraße 100,,,Dortmund,,44263,,,DE4070236294,332942523,,,,www.wilo.com,,,,
,WILSON TOOL DEUTSCHLAND GMBH,Germany,,,,HRB 201422 |DE314233249,Gottlieb-Daimler-Straße 2,,,Rodenberg,,31552,,,DE2190753736,314533992,,,,www.wilsontool.de,,,,
,"WIMO, HERXHEIM",Germany,,,,HRB 2265 |DE148934410,Am Gäxwald 14,,,Herxheim bei Landau (Pfalz),,76863,,,DE7190032885,341245025,,,,www.wimo.com,,,,
,WINDAUS-LABORTECHNIK,Germany,,,,HRA 110630 |DE177003814|21/205/13400,Bauhofstraße 9,,,Clausthal-Zellerfeld,,38678,,,DE2130063474,314905662,,,,www.windaus.de,,,,
,"WINFRIED HUECKMANN, NIEDERLAUER",Germany,,,,HRA 9501 |DE296469394,Ludwig-Elsbett-Straße 8,,,Salz,,97616,,,DE8310362063,312996982,,,,www.hueckmann-shop.de,,,,
,WINIX GMBH,Germany,,,,HRB 205356 |DE134861786,An der Ihlsbeck 8,,,Hollenstedt,,21279,,,DE2390019479,319023776,,,,www.winix.de,,,,
,MELLE DACHBAUSTOFFE GMBH,Germany,,,,HRB 19665 |DE115896425,An der Unteren Söse 36,,,Osterode am Harz,,37520,,,DE2130000369,315875948,,,,www.melle.de,,,,
,WINTERHOFF EDELSTAHL GMBH,Germany,,,,HRB 101895 |DE813967261|17/200/16574,Hogrevestraße 37,,,Celle,,29223,,,DE2070135207,333435456,,,,www.winterhoff-edelstahl.de,,,,
,WIRETREX LTD.,Germany,,,,HRB 19492 |DE814763299|112/5701/2108,Kruppstraße 82,,,Essen,,45145,,,DE5110285760,343758743,,,,www.wiretrex.com,,,,
,WIROS WILFRIED ROSBACH GMBH,Germany,,,,HRB 2346 |DE120154088|102/5856/0956,Karl-Arnold-Straße 5,,,Willich,,47877,,,DE5210009655,317452928,,,,www.wiros.de,,,,
,WIRTHWEIN MEDICAL GMBH & CO. KG,Germany,,,,HRA 7232 |DE814541860|007 382 00314,Bahnhofstraße 80,,,Mühltal,,64367,,,DE6050005250,315402834,,,,www.riegler-medical.com,,,,
,WI-SYSTEME GMBH (GENEART),Germany,,,,HRB 152085 |DE235051126,Am Bäckeranger 1,,,Marzling,,85417,,,DE8350200621,333253347,,,,www.wi-sys.de,,,,
,WITEG LABORTECHNIK GMBH,Germany,,,,HRB 570317 |DE160326716|80088/21303,Am Bildacker 16,,,Wertheim,,97877,,,DE8310120181,316267277,,,,www.witeg.de,,,,
,WITT-GASETECHNIK GMBH & CO. KG,Germany,,,,HRA 4595 |DE201008751|348/5846/2015,Salinger Feld 4,,,Witten,,58454,,,DE4350053653,320441579,,,,www.wittgas.com,,,,
,ATK ABWASSER-SANITÄRTECHNIK KELLERMANN GMBH,Germany,,,,HRB 141043 |DE813373274|117/121/81844,Konrad-Siebler-Straße 3,,,Krailling,,82152,,,DE8290145194,344561019,,,,www.atk.de,,,,
,WITZENMANN GMBH,Germany,,,,HRB 500094 |DE144202694|41416/38757,Östliche Karl-Friedrich-str. 134,,,Pforzheim,,75175,,,DE7230001652,315428706,,,,www.witzenmann.de,,,,
,WKB BLECHFERTIGUNG,Germany,,,,HRA 9822 |DE280873272|218/182/09905,Lagerstraße 66,,,Fürth,,90768,,,DE8190810133,342575298,,,,www.wkb-blechverarbeitung.de,,,,
,WIRELESS LOGIC MDEX GMBH (508),Germany,,,,HRB 20061 KI |DE184532766,Bäckerbarg 6,,,Tangstedt,,22889,,,DE2390178920,315142260,,,,www.mdex.de,,,,
,WM-DISTRIBUTIONS GMBH,Germany,,,,HRB 9225 |DE265852814|307/5782/0359,Schlavenhorst 88A,,,Bocholt,,46395,,,DE4030060055,333007230,,,,www.wm-group.de,,,,
,EFFBE GMBH,Germany,,,,HRB 91425 |DE111626244,Hanauer Landstraße 16,,,Bad Soden-Salmünster,,63628,,,DE6090085099,315014225,,,,www.effbe.com,,,,
,WOHLFARTH GMBH,Germany,,,,HRB 101987 |DE811416333,Stettiner Str. 23,,,Weingarten (Baden),,76356,,,DE7110007854,316001551,,,,www.welfare.de,,,,
,WOLFENER ANALYTIK GMBH,Germany,,,,HRB 11523 |DE139740913|116/105/41811,Griesheimstraße 21,,,Bitterfeld-Wolfen,,6749,,,DE3290028454,343172391,,,,www.wolfener-analytik.de,,,,
,GLEY FREMDSPRACHENDIENST,Germany,,,,|DE326180168,Altenhofer Str. 19A,,,Berlin,,13055,,,DE2012289338,312716717,,,,www.fremdsprachendienst.de,,,,
,HOTEL AMBASSADOR KARLSRUHE,Germany,,,,|DE235236139,Hirschstraße 34-36,,,Karlsruhe,,76133,,,DE7110362741,340738271,,,,www.ambassador-karlsruhe.de,,,,
,WOLTERS KLUWER DEUTSCHLAND GMB,Germany,,,,|DE188836808,Heddesdorfer Str. 31 a,,,Neuwied,,56564,,,DE5190752270-1001,332801518,,,,www.wolterskluwer.com/de-de,,,,
,WON IK QUARTZ EUROPE GMBH,Germany,,,,HRB 641 GE |DE813150446,Borsigstraße 1,,,Geesthacht,,21502,,,DE2150993339,330189411,,,,www.wonik.de,,,,
,WONSAK KOHLENSÄURE SERVICE GMBH,Germany,,,,HRB 88964 |DE813834900|54/840/02098,Kieler Str. 570,,,Hamburg,,22525,,,DE2151155516,332754162,,,,www.wonsak-co2.de,,,,
,W.A.LOGISTICS GMBH,Germany,,,,HRB 58444 |DE207636727|047/248/03078,Cargo City 644,,,Frankfurt am Main,,60549,,,DE6070437890,331657283,,,,www.myworldasia.com,,,,
,WSD-WERKSCHUTZDIENST SICHERHEITSDIEN,Germany,,,,HRA 670398 |DE217335943|11389/09007,Wiechser Str. 1,,,Maulburg,,79689,,,DE7010224395,331405949,,,,www.wsd-security24.com,,,,
,BIW ISOLIERSTOFFE GMBH,Germany,,,,HRB 5626 |DE126451184|341/5715/0746,Pregelstraße 5,,,Ennepetal,,58256,,,DE4310001005,317145852,,,,www.biw.de,,,,
,WTS WASSERTECHNIK SCHNELL GMBH,Germany,,,,HRA 41749 |DE284116137|08/203/80555,Auf dem Langloos 20,,,Klein-Winternheim,,55270,,,DE6190178546,319560033,,,,www.wtschnell.de,,,,
,WUESTHOFF & WUESTHOFF PARTG MBB,Germany,,,,PR 1403 |DE129729263,Schweigerstraße 2,,,München,,81541,,,DE8170149835,313372551,,,,,,,,
,WUERTTEMBERGISCHE ALLPLASTIK,Germany,,,,HRB 243530 |DE147837809,Johannes-Kepler-Straße 12,,,Herrenberg,,71083,,,DE7330181673,316084979,,,,www.allplastik.de,,,,
,*OBS*WYATT TECHNOLOGY EUROPE GMBH,Germany,,,,HRB 13084 |DE811476985,Hochstraße 12a,,,Dernbach,,56307,,,DE5290060351,343520748,,,,www.wyatt.com,,,,
,"BERTSCH, NUERNBERG",Germany,,,,HRB 11303 |DE133545478,Isarstraße 34a,,,Nürnberg,,90451,,,DE8190292516,316446293,,,,www.bertsch-gmbh.de,,,,
,XOMETRY EUROPE GMBH,Germany,,,,HRB 256172 |DE318027176|143/194/00231,Ada-Lovelace-Straße 9,,,Ottobrunn,,85521,,,DE3110202937,315024520,,,,shift.parts,,,,
,XP POWER GMBH,Germany,,,,HRB 21277 HB ,Auf der Höhe 2,,,Bremen,,28357,,,DE2050556983,330963062,,,,www.xppower.com,,,,
,YELLOW POINT GMBH,Germany,,,,HRB 33765 |DE182039047,Am Siebenstein 1,,,Dreieich,,63303,,,DE6210149816,388115867,,,,www.yellow-point.de,,,,
,YESSS ELEKTROFACHGROSSHANDLUNG GMBH,Germany,,,,HRB 101627 |DE143581185|34420/40000,Killisfeldstraße 50,,,Karlsruhe,,76227,,,DE7110000646,316073410,,,,www.yesss.de,,,,
,YMC EUROPE GMBH,Germany,,,,HRB 11095 |DE121000849|130/5931/0164,Schöttmannshof 19,,,Dinslaken,,46539,,,DE5390026892,328848676,,,,www.ymc.de,,,,
,INSILICO BIOTECHNOLOGY AG,Germany,,,,HRB 783147 |DE217410465,Meitnerstraße 9,,,Stuttgart,,70563,,,DE7330637530,344164368,,,,www.insilico-biotechnology.com,,,,
,YSTRAL GMBH,Germany,,,,HRB 720933 ,Wettelbrunner Str. 7,,,Ballrechten-Dottingen,,79282,,,DE7010464583,343058341,,,,,,,,
,CONGATEC GMBH,Germany,,,,HRB 5276 |DE814182716|108/120/10005,Auwiesenstraße 5,,,Deggendorf,,94469,,,DE8230403011,333685019,,,,www.congatec.com,,,,
,ZAPF UMZÜGE GMBH,Germany,,,,HRB 2830 |DE142109367|06/281/59646,Oltmannsstraße 34,,,Freiburg im Breisgau,,79100,,,DE7010024405,328518667,,,,www.zapf.de,,,,
,"ZEB, NUERNBERG",Germany,,,,HRB 19952 |DE813656268|241/143/30422,Gaismannshofstraße 38,,,Nürnberg,,90431,,,DE8190557853,332150882,,,,www.zeb-gmbh.de,,,,
,ZEDIRA GMBH,Germany,,,,HRB 86081 |DE255202462,Rößlerstraße 83,,,Darmstadt,,64293,,,DE6050229596,312561388,,,,www.zedira.com,,,,
,ZEGA-LABELS GMBH,Germany,,,,HRB 13388 |DE301215388,Steinbruch 2,,,Alzenau,,63755,,,DE8010183388,313527395,,,,www.zega-labels.com,,,,
,ZEICHENTECHNIK ROSENBAUM GMBH,Germany,,,,HRA 10903 |DE320785673|111/5792/0059,Am Zehnthof 52,,,Essen,,45307,,,DE5110456863,315140437,,,,www.ztrb.de,,,,
,SPOTLIGHT VERLAG GMBH,Germany,,,,HRB 179611 |DE265973410,Kistlerhofstraße 172,,,München,,81379,,,DE8330393744,341363231,,,,www.spotlight-verlag.de,,,,
,ZELLBIO GMBH,Germany,,,,HRB 726864 |DE278627417,Hinter den Gärten 56,,,Lonsee,,89173,,,DE8270288892,342301068,,,,www.zellbio.eu,,,,
,ZENTEK GMBH & CO. KG,Germany,,,,HRA 13559 |DE173788828,Ettore-Bugatti-Straße 6-14,,,Köln,,51149,,,DE5190398569,344996434,,,,www.zentek.de,,,,
,ZMK - ANALYTIK - GMBH              ORSTEIL WOLFEN,Germany,,,,HRB 13042 |DE167227603,Filmstraße 7,,,Bitterfeld-Wolfen,,6766,,,DE3290051430,331813204,,,,www.zmk-wolfen.de,,,,
,ZEON EUROPE GMBH,Germany,,,,HRB 24962 |DE119269504,Hansaallee 249,,,Düsseldorf,,40549,,,DE5050093624,327346110,,,,www.zeon.eu,,,,
,ZEROCLAMP GMBH,Germany,,,,HRB 26483 |DE250734490,Albert-Mayer-Straße 13,,,Bruckmühl,,83052,,,DE8290187423,507458508,,,,www.zeroclamp.com,,,,
,ZETA GMBH,Germany,,,,HRB 115294 |DE189564479|115/143/30125,Münchner Str. 8,,,Freising,,85354,,,DE8350125935,499101111,,,,www.zeta.com,,,,
,ZG RAIFFEISEN EG,Germany,,,,GNR 100020 |DE143589278|35003/01009,Lauterbergstraße 1-5,,,Karlsruhe,,76137,,,DE7110000683,315774810,,,,www.zg-raiffeisen.de,,,,
,ZGM,Germany,,,,,Niederhofheimer Str. 53A,,,Hofheim am Taunus,,65719,,,DE6070508793,506851208,,,,www.zgmmoeller.de,,,,
,DYSTAR COLOURS DISTRIBUTIONGMBH,Germany,,,,HRB 86808 |DE815140519,Am Prime-Parc 12,,,Raunheim,,65479,,,DE6070569946,341511910,,,,www.dystar.com,,,,
,ZIEGLER-INSTRUMENTS GMBH,Germany,,,,HRB 5038 |DE170756212|121/5777/4334,Marie-Bernays-Ring 19,,,Mönchengladbach,,41199,,,DE5230142906,313640443,,,,www.ziegler-instruments.de,,,,
,ZIFO TECHNOLOGIES GMBH,Germany,,,,HRB 238358 ,Tengstraße 27,,,München,,80798,,,DE8171153755,314922646,,,,,,,,
,ZILK INGENIEURBUERO,Germany,,,,HRB 18277 ,Kleewiesenweg 5,,,Kalchreuth,,90562,,,DE8191042851,340573274,,,,www.zilk-ingenieure.de,,,,
,ZIMA GMBH,Germany,,,,HRB 5954 |DE201386714,Burkheimer Str. 3,,,Freiburg im Breisgau,,79111,,,DE7010196532,328998013,,,,www.zima-werbemittel.de,,,,
,ZIMMERLIN GMBH,Germany,,,,HRB 3699 |DE142210870|07/197/05174,Frohmattenstraße 19,,,Bötzingen,,79268,,,DE7010092331,327676813,,,,www.zimmerlin.de,,,,
,ZIPMEND GMBH (557),Germany,,,,HRB 138973 |DE304638568,Große Reichenstraße 27,,,Hamburg,,20457,,,DE7330930894,341955728,,,,www.zipmend.com,,,,
,ZIRBUS TECHNOLOGY GMBH,Germany,,,,HRB 130885 |DE115897014|29/202/01101,Hilfe Gottes 1,,,Bad Grund (Harz),,37539,,,DE2130048616,328005939,,,,www.zirbus.de,,,,
,BUCHHOLZ-FACHINFORMATIONSDIENST GMB,Germany,,,,HRB 100410 ,Rodweg 1,,,Bexbach,,66450,,,DE7290518356,327019055,,,,info@bfd.de,,,,
,ZOLLNER ELEKTRONIK AG,Germany,,,,HRB 8354 |DE813280228,Manfred-Zollner-Straße 1,,,Zandt,,93499,,,DE8230000005,316208081,,,,www.zollner.de,,,,
,ZYTOSERVICE DEUTSCHLAND GMBH,Germany,,,,HRB 102568 |DE261423883,Albert-Schweitzer-Ring 18,,,Hamburg,,22045,,,DE2151374938,312603581,,,,www.zytoservice.de,,,,
,ZWEIRAD-CENTER STADLER GMBH,Germany,,,,HRB 3540 |DE133711495|244/184/70386,Kirchmeierstraße 22,,,Regensburg,,93051,,,DE8230092352,320806979,,,,www.zweirad-stadler.de,,,,
,AAIC SOFT SYSTEMS GMBH,Germany,,,,HRB 1559 |DE141483407|232/105/02432,An der Hebemaechte 15,,,Not Provided,,4316,,,DE3150070387,330455304,,,,www.aaic.de,,,,
,ANICON LABOR GMBH (586),Germany,,,,HRB 152142 |DE814456401,Mühlenstraße 13,,,Emstek,,49685,,,DE2050654007,537463072,,,,www.anicon.eu,,,,
,AUTO WELLMANN,Germany,,,,HRA 9169 |DE120979595,Neue Hünxer Str. 22,,,Wesel,,46485,,,DE5390064740,333027162,,,,www.auto-wellmann.de,,,,
,HOTEL AMPER,Germany,,,,HRA 86540 |DE814269720,Oskar-Von-Miller-Straße 1,,,Germering,,82110,,,DE8170695311,326776366,,,,www.hotel-amper.de,,,,
,INFORS GMBH,Germany,,,,HRB 70627 |DE128230616,Dachauer Str. 6,,,Sulzemoos,,85254,,,DE8330145284,316748482,,,,www.infors-ht.com,,,,
,INLOCON AG,Germany,,,,HRB 17754 |DE215239723|232/100/00313,Erich-Zeigner-Allee 36,,,Leipzig,,4229,,,DE3150241857,330024444,,,,www.inlocon.de,,,,
,JEHNICH METALL- & MESSEBAU GMBH-EUR,Germany,,,,HRB 717401 |DE315661146|11091/00198,Rebgartenweg 23/1,,,Not Provided,,79576,,,DE7010440666,0,,,,www.jehnich.de,,,,
,EMUGE-WERK RICHARD GLIMPEL GMBH & CO. KG,Germany,,,,HRA 3050 |DE179639901|221/157/53006,Str. 96-100,,,Lauf an der Pegnitz,,91207,,,DE8190019628,315332916,,,,www.emuge-franken.de,,,,
,PBS CONNECT INTERNATIONAL GMBH,Germany,,,,HRB 206557 |DE812618998,Not Provided,,,Lehrte,,31275,,,DE7330863470,315953963,,,,www.pbs-connect.com,,,,
,"SPECTRA, REUTLINGEN",Germany,,,,HRA 726688 |DE278845859|86138/02406,Mahdenstraße 3,,,Reutlingen,,72768,,,DE7270311204,342300710,,,,www.spectra.de,,,,
,THIEME GMBH & CO. KG,Germany,,,,HRA 260489 |DE141940499|05020/02819,Tullastraße 11,,,Teningen,,79331,,,DE7010000970,330240883,,,,www.thieme.eu,,,,
,VGRDD GMBH,Germany,,,,HRB 42600 |DE353201802|203/121/13423,Hamburger Str. 24,,,Dresden,,1169,,,DE3070611732,344056950,,,,www.vgrdd.de,,,,
,TFH GMBH,Germany,,,,HRB 265130 |DE343140891,Stuttgarter Str. 37,,,Sindelfingen,,82205,,,DE8290818845,343631711,,,,www.tfh-gmbh.com,,,,
,PRINT & PROOF GMBH,Germany,,,,HRB 69729 |DE129440871|143/172/30568,Wurzerstraße 15,,,München,,80539,,,DE8170032040,322498247,,,,www.printproof.de,,,,
,5N PLUS LÜBECK GMBH EUR,Germany,,,,HRB 70 HL |DE135082965|22/290/04475,Kaninchenborn 24-28,,,Lübeck,,23560,,,DE2270000228,316594993,,,,www.5nplus.com,,,,
,A.S.AKTUELL AG,Germany,,,,HRB 9559 |DE813285512|206/5904/0787,Luxemburger Str. 15,,,Troisdorf,,53842,,,DE5030080587,333445539,,,,www.as-aktuell.de,,,,
,ALEXANDER BÜRKLE                   GMBH & CO. KG,Germany,,,,HRA 4396 |DE190939031|06383/21005,Robert-Bunsen-Straße 5,,,Freiburg im Breisgau,,79108,,,DE7010178049,315185876,,,,www.alexander-buerkle.com,,,,
,AUGUST BENKER E.K.,Germany,,,,HRB 7131 ,Gewerbegebiet Große Höhe Neudorfer Höhe 4,,,Dietenhofen,,90599,,,DE8191023286,343053696,,,,,,,,
,ABBOTT GMBH,Germany,,,,HRB 31478 |DE113824221,Max-Planck-Ring 2,,,Wiesbaden,,65205,,,DE6250004860,315786293,,,,www.abbott.de,,,,
,"IFM ELECTRONIC GMBH, PUCHHEIM",Germany,,,,|DE813503606,Boschstraße 1,,,Puchheim,,82178,,,DE5110048202-1004,313269372,,,,www.ifm.com,,,,
,MERCURE PANORAMA HOTEL FREIBURG,Germany,,,,HRB 728253 |DE355204197,Wintererstraße 89,,,Freiburg im Breisgau,,79104,,,DE2013100630,344959858,,,,www.chez-eric.de,,,,
,AHN BIOTECHNOLOGIE GMBH (548),Germany,,,,HRB 404781 |DE812717024|157/105/02959,Uthleber Weg 14,,,Nordhausen,,99734,,,DE3230102124,341319718,,,,www.ahn-bio.de,,,,
,ADMEDICUM BUSINESS FOR PATIENTS GMB,Germany,,,,HRA 32017 ,Industriestraße 171,,,Köln,,50999,,,DE5191116601,313767685,,,,www.admedicum.de,,,,
,ADONTEC GMBH,Germany,,,,HRB 511032 |DE160738771,Hölderlinstraße 32,,,Maulbronn,,75433,,,DE7230141205,341513605,,,,www.adontec.com,,,,
,TEAMGEIST SERIOUS GAMES GMBH,Germany,,,,HRB 726661 |DE309869672,Kaiserallee 23,,,Karlsruhe,,76133,,,DE7110426398,343765030,,,,adventurebox-karlsruhe.de,,,,
,AG GASTROTECHNIK - APOLLO GAMADO,Germany,,,,|DE218193887,Kistlerhofstraße 70,,,München,,81379,,,DE8170585416,0,,,,www.aggastrotechnik.com,,,,
,AGENTUR NOTRUF,Germany,,,,HRA 57283 B ,Otto-Ostrowski-Straße 33,,,Berlin,,10249,,,DE2012954902,343184429,,,,www.agentur-notruf.de,,,,
,AHLRICH SIEMENS GMBH,Germany,,,,HRB 21853 HB |DE815646193|60/104/09495,Haferwende 16,,,Bremen,,28357,,,DE2050600107,341155519,,,,www.ahlrich-siemens.de,,,,
,ANDREAS HETTICH GMBH & CO. KG,Germany,,,,HRA 731137 ,Föhrenstraße 12,,,Tuttlingen,,78532,,,DE7270357400,316403245,,,,,,,,
,JUST ADD AI GMBH,Germany,,,,HRB 32717 HB |DE313694289|60/118/15586,Konsul-Smidt-Straße 8p,,,Bremen,,28217,,,DE2051002029,343169968,,,,www.justadd.ai,,,,
,AIRCO SYSTEMDRUCKLUFT GMBH,Germany,,,,HRB 58131 |DE165044656|045/228/13281,Stroofstraße 27,,,Frankfurt am Main,,65933,,,DE6070303618,312655665,,,,www.airco-systems.de,,,,
,AKTION MENSCH E V,Germany,,,,VR 902 |DE227470481,Heinemannstraße 36,,,Bonn,,53175,,,DE6190050837,314987531,,,,www.aktion-mensch.de,,,,
,PUCHHEIMER HEBEBÜHNEN-VERLEIH,Germany,,,,,Roggensteiner Str. 4,,,Puchheim,,82178,,,DE8330309978,314307955,,,,www.puchheimer-hebebuehnen.de,,,,
,KLEIN UMFORMTECHNIK GMBH,Germany,,,,HRA 6458 ,Waldstraße 65,,,Netphen,,57250,,,DE4330178459,314835182,,,,www.klein-ut.de,,,,
,SCHREINEREI ALFRED SCHÖPPERL,Germany,,,,|DE232725447,Donaustaufer Str. 378,,,Regensburg,,93055,,,DE8230108499,340068905,,,,www.schreinerei-schoepperl.de,,,,
,MÄRTIN GMBH,Germany,,,,HRA 4002 ,Allmendweg 1,,,Bötzingen,,79268,,,DE7010097148,328648399,,,,www.bmw-maertin.de,,,,
,ALL-TIGHT,Germany,,,,HRB 90656 |DE175646284|035 228 26043,Wilhelm-Bratfisch-Straße 1,,,Bad Soden-Salmünster,,63628,,,DE6090056572,313166597,,,,www.all-tight.com,,,,
,DALLMAYR GASTRONOMIE SERVICE GMBH (583),Germany,,,,HRB 200271 ,Rebenring 30,,,Braunschweig,,38106,,,DE2030278210,313624307,,,,www.dallmayr-gastronomieservice.de,,,,
,ALPHACAM GMBH,Germany,,,,HRB 762459 |DE147325674|82005/00709,Erlenwiesen 16,,,Schorndorf,,73614,,,DE7331197210,341468866,,,,www.alphacam.de,,,,
,ALZCHEM AG,Germany,,,,HRB 26592 |DE134869372,Dr.-Albert-Frank-Straße 32,,,Trostberg,,83308,,,DE2390063484,324923242,,,,www.alzchem.com,,,,
,AMARELL GMBH & CO.KG,Germany,,,,HRA 4454 |DE185802001|231/150/53701,Lindenstraße 43,,,Kreuzwertheim,,97892,,,DE8310156948,317728285,,,,www.amarell.de,,,,
,PRAXIS PARTNER,Germany,,,,HRB 1597 |DE113822945|020 223 52614,In den Fritzenstücker 9-11,,,Limburg an der Lahn,,65549,,,DE6170032447,319471934,,,,www.amefa-med.de,,,,
,AMERICAN CHAMBER OF COMMERCE IN GER,Germany,,,,VR 4467 B |DE114108131,Börsenpl. 13-15,,,Frankfurt am Main,,60313,,,DE2010202676,313189672,,,,www.amcham.de,,,,
,WORLD COURIER GMBH,Germany,,,,HRB 26389 |DE114231468|047/248/45300,Lise-Meitner-Straße 8,,,Rüsselsheim am Main,,65428,,,DE6070113002,316684075,,,,www.worldcourier.com,,,,
,GFE METALLE UND MATERIALIEN GM,Germany,,,,HRB 11176 |DE151325033,Höfener Str. 45,,,Nürnberg,,90431,,,DE8190288302,344539671,,,,www.gfe.com,,,,
,DÜPERTHAL SICHERHEITSTECHNIK,Germany,,,,HRA 3229 |DE173162942,Frankenstraße 3,,,Karlstein am Main,,63791,,,DE8010010536,318910205,,,,www.dueperthal.com,,,,
,AMPER-KURIER GMBH,Germany,,,,HRB 56278 |DE128212869|117/115/01101,11,,,Fürstenfeldbruck,,82256,,,DE8330064514,323632166,,,,www.amper-kurier.de,,,,
,"MAXIM INTEGRATED, MUENCHEN",Germany,,,,HRB 185341 ,Landsberger Str. 300,,,München,,80687,,,DE8330408163,341613930,,,,www.stg-maximintegrated.com,,,,
,AIDA ORGA NURNBERG GMBH,Germany,,,,HRB 6640 |DE133525148|241/130/90363,Sonnenstraße 2,,,Nürnberg,,90471,,,DE8190083239,321340838,,,,www.aida-kutter.de,,,,
,HDS VENTILATOREN VERTRIEBS GMBH,Germany,,,,HRB 590742 |DE227267173,Glaswiesenstraße 1,,,Dörzbach,,74677,,,DE7070195964,332052153,,,,www.hds-gmbh.net,,,,
,NUYKEN ORTHOPADIE,Germany,,,,|DE253165625,Bahnstraße 31B,,,Dinslaken,,46535,,,DE5390075035,388995883,,,,www.nuyken.de,,,,
